log_dt,queryid,target_database,target_table,tartet_column,source_database,source_table,source_column,column_type
log_dt,queryid,target_database,target_table,tartet_column,source_database,source_table,source_column,column_type
log_dt,queryid,target_database,target_table,tartet_column,source_database,source_table,source_column,column_type
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,open_imp_cnt,,dw_ecare_cmc_rcncy_summ,rcncy_id,where,
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,click_cnt,,dw_ecare_cmc_rcncy_summ,click_count,select,
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,click_cnt,,dw_cal_dt,cal_dt,join,
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,click_cnt,,email_campaigns,cmpgn_sent_dt,join,
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,click_cnt,,dw_ecare_cmc_rcncy_summ,instnc_id,join,
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,click_cnt,,email_campaigns,instnc_id,join,
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,click_cnt,,dw_ecare_cmc_rcncy_summ,rcncy_id,where,
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,unique_click_cnt,,dw_ecare_cmc_rcncy_summ,clicker_ucount,select,
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,unique_click_cnt,,dw_cal_dt,cal_dt,join,
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,unique_click_cnt,,email_campaigns,cmpgn_sent_dt,join,
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,unique_click_cnt,,dw_ecare_cmc_rcncy_summ,instnc_id,join,
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,unique_click_cnt,,email_campaigns,instnc_id,join,
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,unique_click_cnt,,dw_ecare_cmc_rcncy_summ,rcncy_id,where,
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,unsbscrd_cnt,,dw_ecare_cmc_rcncy_summ,unsbscrd_count,select,
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,unsbscrd_cnt,,dw_cal_dt,cal_dt,join,
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,unsbscrd_cnt,,email_campaigns,cmpgn_sent_dt,join,
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,unsbscrd_cnt,,dw_ecare_cmc_rcncy_summ,instnc_id,join,
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,unsbscrd_cnt,,email_campaigns,instnc_id,join,
2016-06-27,163146895250551351,P_EU_XCHAN_T,TRAFFIC_MKT,unsbscrd_cnt,,dw_ecare_cmc_rcncy_summ,rcncy_id,where,
log_dt,queryid,target_database,target_table,tartet_column,source_database,source_table,source_column,column_type
log_dt,queryid,target_database,target_table,tartet_column,source_database,source_table,source_column,column_type
log_dt,queryid,target_database,target_table,tartet_column,source_database,source_table,source_column,column_type
2016-06-27,163436895250602475,,benson_column_usage,rtl_week_beg_dt,,dw_cal_dt,rtl_week_beg_dt,select,
2016-06-27,163436895250602475,,benson_column_usage,retail_wk_end_date,,dw_cal_dt,retail_wk_end_date,select,
log_dt,queryid,target_database,target_table,tartet_column,source_database,source_table,source_column,column_type
log_dt,queryid,target_database,target_table,tartet_column,source_database,source_table,source_column,column_type
log_dt,queryid,target_database,target_table,tartet_column,source_database,source_table,source_column,column_type
log_dt,queryid,target_database,target_table,tartet_column,source_database,source_table,source_column,column_type
log_dt,queryid,target_database,target_table,tartet_column,source_database,source_table,source_column,column_type
log_dt,queryid,target_database,target_table,tartet_column,source_database,source_table,source_column,column_type
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,user_id,prs_restricted_v,sps_level_metric_sum,user_id,select,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,user_id,prs_restricted_v,sps_level_metric_sum,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,user_id,,dw_users,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,user_id,,dw_categ_sap_glbl_lkp,sap_category_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,user_id,,dw_pcp_score_3mon,sap_categ_id_pri_lst,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,user_id,,dw_pcp_score_3mon,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,user_id,,dw_usegm_hist,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,user_id,,dw_usegm_hist,usegm_grp_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,user_id,,dw_usegm_hist,beg_date,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,user_id,,dw_usegm_hist,end_date,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,user_id,prs_restricted_v,dna_cust_seller_sgmntn_hist,slr_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,user_id,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_slr_sgmntn_beg_dt,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,user_id,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_slr_sgmntn_end_dt,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,user_id,prs_restricted_v,sps_level_metric_sum,sps_eval_type_cd,where,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,user_id,prs_restricted_v,sps_level_metric_sum,sps_prgrm_id,where,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_prgrm_id,prs_restricted_v,sps_level_metric_sum,sps_prgrm_id,select,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_prgrm_id,prs_restricted_v,sps_level_metric_sum,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_prgrm_id,,dw_users,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_prgrm_id,,dw_categ_sap_glbl_lkp,sap_category_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_prgrm_id,,dw_pcp_score_3mon,sap_categ_id_pri_lst,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_prgrm_id,,dw_pcp_score_3mon,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_prgrm_id,,dw_usegm_hist,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_prgrm_id,,dw_usegm_hist,usegm_grp_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_prgrm_id,,dw_usegm_hist,beg_date,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_prgrm_id,,dw_usegm_hist,end_date,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_prgrm_id,prs_restricted_v,dna_cust_seller_sgmntn_hist,slr_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_prgrm_id,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_slr_sgmntn_beg_dt,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_prgrm_id,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_slr_sgmntn_end_dt,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_prgrm_id,prs_restricted_v,sps_level_metric_sum,sps_eval_type_cd,where,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_prgrm_id,prs_restricted_v,sps_level_metric_sum,sps_prgrm_id,where,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_slr_level_cd,prs_restricted_v,sps_level_metric_sum,sps_slr_level_cd,select,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_slr_level_cd,prs_restricted_v,sps_level_metric_sum,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_slr_level_cd,,dw_users,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_slr_level_cd,,dw_categ_sap_glbl_lkp,sap_category_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_slr_level_cd,,dw_pcp_score_3mon,sap_categ_id_pri_lst,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_slr_level_cd,,dw_pcp_score_3mon,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_slr_level_cd,,dw_usegm_hist,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_slr_level_cd,,dw_usegm_hist,usegm_grp_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_slr_level_cd,,dw_usegm_hist,beg_date,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_slr_level_cd,,dw_usegm_hist,end_date,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_slr_level_cd,prs_restricted_v,dna_cust_seller_sgmntn_hist,slr_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_slr_level_cd,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_slr_sgmntn_beg_dt,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_slr_level_cd,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_slr_sgmntn_end_dt,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_slr_level_cd,prs_restricted_v,sps_level_metric_sum,sps_eval_type_cd,where,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,sps_slr_level_cd,prs_restricted_v,sps_level_metric_sum,sps_prgrm_id,where,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_EVAL_RSN_CD,prs_restricted_v,sps_level_metric_sum,sps_eval_rsn_cd,select,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_EVAL_RSN_CD,prs_restricted_v,sps_level_metric_sum,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_EVAL_RSN_CD,,dw_users,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_EVAL_RSN_CD,,dw_categ_sap_glbl_lkp,sap_category_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_EVAL_RSN_CD,,dw_pcp_score_3mon,sap_categ_id_pri_lst,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_EVAL_RSN_CD,,dw_pcp_score_3mon,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_EVAL_RSN_CD,,dw_usegm_hist,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_EVAL_RSN_CD,,dw_usegm_hist,usegm_grp_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_EVAL_RSN_CD,,dw_usegm_hist,beg_date,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_EVAL_RSN_CD,,dw_usegm_hist,end_date,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_EVAL_RSN_CD,prs_restricted_v,dna_cust_seller_sgmntn_hist,slr_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_EVAL_RSN_CD,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_slr_sgmntn_beg_dt,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_EVAL_RSN_CD,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_slr_sgmntn_end_dt,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_EVAL_RSN_CD,prs_restricted_v,sps_level_metric_sum,sps_eval_type_cd,where,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_EVAL_RSN_CD,prs_restricted_v,sps_level_metric_sum,sps_prgrm_id,where,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_CHNG_RSN_CD,prs_restricted_v,sps_level_metric_sum,sps_chng_rsn_cd,select,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_CHNG_RSN_CD,prs_restricted_v,sps_level_metric_sum,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_CHNG_RSN_CD,,dw_users,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_CHNG_RSN_CD,,dw_categ_sap_glbl_lkp,sap_category_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_CHNG_RSN_CD,,dw_pcp_score_3mon,sap_categ_id_pri_lst,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_CHNG_RSN_CD,,dw_pcp_score_3mon,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_CHNG_RSN_CD,,dw_usegm_hist,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_CHNG_RSN_CD,,dw_usegm_hist,usegm_grp_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_CHNG_RSN_CD,,dw_usegm_hist,beg_date,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_CHNG_RSN_CD,,dw_usegm_hist,end_date,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_CHNG_RSN_CD,prs_restricted_v,dna_cust_seller_sgmntn_hist,slr_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_CHNG_RSN_CD,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_slr_sgmntn_beg_dt,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_CHNG_RSN_CD,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_slr_sgmntn_end_dt,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_CHNG_RSN_CD,prs_restricted_v,sps_level_metric_sum,sps_eval_type_cd,where,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,SPS_CHNG_RSN_CD,prs_restricted_v,sps_level_metric_sum,sps_prgrm_id,where,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,seller_segment,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_sgmntn_grp_cd,select,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,seller_segment,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_sgmntn_cd,select,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,seller_segment,,dw_users,user_cntry_id,select,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,seller_segment,prs_restricted_v,sps_level_metric_sum,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,seller_segment,,dw_users,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,seller_segment,,dw_categ_sap_glbl_lkp,sap_category_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,seller_segment,,dw_pcp_score_3mon,sap_categ_id_pri_lst,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,seller_segment,,dw_pcp_score_3mon,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,seller_segment,,dw_usegm_hist,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,seller_segment,,dw_usegm_hist,usegm_grp_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,seller_segment,,dw_usegm_hist,beg_date,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,seller_segment,,dw_usegm_hist,end_date,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,seller_segment,prs_restricted_v,dna_cust_seller_sgmntn_hist,slr_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,seller_segment,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_slr_sgmntn_beg_dt,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,seller_segment,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_slr_sgmntn_end_dt,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,seller_segment,prs_restricted_v,sps_level_metric_sum,sps_eval_type_cd,where,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,seller_segment,prs_restricted_v,sps_level_metric_sum,sps_prgrm_id,where,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_Flag_EU,,dw_usegm_hist,usegm_id,select,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_Flag_EU,prs_restricted_v,sps_level_metric_sum,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_Flag_EU,,dw_users,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_Flag_EU,,dw_categ_sap_glbl_lkp,sap_category_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_Flag_EU,,dw_pcp_score_3mon,sap_categ_id_pri_lst,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_Flag_EU,,dw_pcp_score_3mon,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_Flag_EU,,dw_usegm_hist,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_Flag_EU,,dw_usegm_hist,usegm_grp_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_Flag_EU,,dw_usegm_hist,beg_date,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_Flag_EU,,dw_usegm_hist,end_date,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_Flag_EU,prs_restricted_v,dna_cust_seller_sgmntn_hist,slr_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_Flag_EU,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_slr_sgmntn_beg_dt,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_Flag_EU,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_slr_sgmntn_end_dt,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_Flag_EU,prs_restricted_v,sps_level_metric_sum,sps_eval_type_cd,where,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_Flag_EU,prs_restricted_v,sps_level_metric_sum,sps_prgrm_id,where,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_FLAG,prs_restricted_v,sps_level_metric_sum,sps_prgrm_id,select,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_FLAG,prs_restricted_v,sps_level_metric_sum,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_FLAG,,dw_users,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_FLAG,,dw_categ_sap_glbl_lkp,sap_category_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_FLAG,,dw_pcp_score_3mon,sap_categ_id_pri_lst,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_FLAG,,dw_pcp_score_3mon,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_FLAG,,dw_usegm_hist,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_FLAG,,dw_usegm_hist,usegm_grp_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_FLAG,,dw_usegm_hist,beg_date,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_FLAG,,dw_usegm_hist,end_date,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_FLAG,prs_restricted_v,dna_cust_seller_sgmntn_hist,slr_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_FLAG,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_slr_sgmntn_beg_dt,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_FLAG,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_slr_sgmntn_end_dt,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_FLAG,prs_restricted_v,sps_level_metric_sum,sps_eval_type_cd,where,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,B2C_C2C_FLAG,prs_restricted_v,sps_level_metric_sum,sps_prgrm_id,where,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,Power_Seller_lvl,prs_restricted_v,sps_level_metric_sum,curr_ps_lvl_id,select,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,Power_Seller_lvl,prs_restricted_v,sps_level_metric_sum,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,Power_Seller_lvl,,dw_users,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,Power_Seller_lvl,,dw_categ_sap_glbl_lkp,sap_category_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,Power_Seller_lvl,,dw_pcp_score_3mon,sap_categ_id_pri_lst,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,Power_Seller_lvl,,dw_pcp_score_3mon,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,Power_Seller_lvl,,dw_usegm_hist,user_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,Power_Seller_lvl,,dw_usegm_hist,usegm_grp_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,Power_Seller_lvl,,dw_usegm_hist,beg_date,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,Power_Seller_lvl,,dw_usegm_hist,end_date,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,Power_Seller_lvl,prs_restricted_v,dna_cust_seller_sgmntn_hist,slr_id,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,Power_Seller_lvl,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_slr_sgmntn_beg_dt,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,Power_Seller_lvl,prs_restricted_v,dna_cust_seller_sgmntn_hist,cust_slr_sgmntn_end_dt,join,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,Power_Seller_lvl,prs_restricted_v,sps_level_metric_sum,sps_eval_type_cd,where,
2016-06-27,163376895250534390,,vp_sps_info_sep2015_big3_V2,Power_Seller_lvl,prs_restricted_v,sps_level_metric_sum,sps_prgrm_id,where,
log_dt,queryid,target_database,target_table,tartet_column,source_database,source_table,source_column,column_type
log_dt,queryid,target_database,target_table,tartet_column,source_database,source_table,source_column,column_type
2016-06-27,162306895250563567,,hold,Checkout_dt,prs_restricted_v,ebay_trans_rltd_event,trans_dt,select,
2016-06-27,162306895250563567,,hold,Checkout_dt,prs_restricted_v,ebay_trans_rltd_event,item_id,join,
2016-06-27,162306895250563567,,hold,Checkout_dt,prs_inc_mp_rtp_v,tns_s2f_trans_fact,item_id,join,
2016-06-27,162306895250563567,,hold,Checkout_dt,prs_restricted_v,ebay_trans_rltd_event,trans_id,join,
2016-06-27,162306895250563567,,hold,Checkout_dt,prs_inc_mp_rtp_v,tns_s2f_trans_fact,trans_id,join,
2016-06-27,162306895250563567,,hold,Checkout_dt,prs_inc_mp_rtp_v,tns_s2f_trans_fact,trans_dt,join,
2016-06-27,162306895250563567,,hold,Checkout_dt,,rsltn_cps,item_site_id,join,
2016-06-27,162306895250563567,,hold,Checkout_dt,prs_restricted_v,ebay_trans_rltd_event,item_lstd_site_id,join,
2016-06-27,162306895250563567,,hold,Checkout_dt,,rsltn_cps,item_id,join,
2016-06-27,162306895250563567,,hold,Checkout_dt,,rsltn_cps,tran_id,join,
2016-06-27,162306895250563567,,hold,Checkout_dt,prs_restricted_v,ebay_trans_rltd_event,trans_dt,where,
2016-06-27,162306895250563567,,hold,site,prs_inc_mp_rtp_v,tns_s2f_trans_fact,s2f_prgrm_name,select,
2016-06-27,162306895250563567,,hold,site,prs_restricted_v,ebay_trans_rltd_event,item_id,join,
2016-06-27,162306895250563567,,hold,site,prs_inc_mp_rtp_v,tns_s2f_trans_fact,item_id,join,
2016-06-27,162306895250563567,,hold,site,prs_restricted_v,ebay_trans_rltd_event,trans_id,join,
2016-06-27,162306895250563567,,hold,site,prs_inc_mp_rtp_v,tns_s2f_trans_fact,trans_id,join,
2016-06-27,162306895250563567,,hold,site,prs_inc_mp_rtp_v,tns_s2f_trans_fact,trans_dt,join,
2016-06-27,162306895250563567,,hold,site,,rsltn_cps,item_site_id,join,
2016-06-27,162306895250563567,,hold,site,prs_restricted_v,ebay_trans_rltd_event,item_lstd_site_id,join,
2016-06-27,162306895250563567,,hold,site,,rsltn_cps,item_id,join,
2016-06-27,162306895250563567,,hold,site,,rsltn_cps,tran_id,join,
2016-06-27,162306895250563567,,hold,site,prs_restricted_v,ebay_trans_rltd_event,trans_dt,where,
2016-06-27,162306895250563567,,hold,reco_sellers,prs_inc_mp_rtp_v,tns_s2f_trans_fact,maestro_dcsn_rslt_ind,select,
2016-06-27,162306895250563567,,hold,reco_sellers,prs_inc_mp_rtp_v,tns_s2f_trans_fact,maestro_slr_expmt_group_cd,select,
2016-06-27,162306895250563567,,hold,reco_sellers,prs_restricted_v,ebay_trans_rltd_event,slr_id,select,
2016-06-27,162306895250563567,,hold,reco_sellers,prs_restricted_v,ebay_trans_rltd_event,item_id,join,
2016-06-27,162306895250563567,,hold,reco_sellers,prs_inc_mp_rtp_v,tns_s2f_trans_fact,item_id,join,
2016-06-27,162306895250563567,,hold,reco_sellers,prs_restricted_v,ebay_trans_rltd_event,trans_id,join,
2016-06-27,162306895250563567,,hold,reco_sellers,prs_inc_mp_rtp_v,tns_s2f_trans_fact,trans_id,join,
2016-06-27,162306895250563567,,hold,reco_sellers,prs_inc_mp_rtp_v,tns_s2f_trans_fact,trans_dt,join,
2016-06-27,162306895250563567,,hold,reco_sellers,,rsltn_cps,item_site_id,join,
2016-06-27,162306895250563567,,hold,reco_sellers,prs_restricted_v,ebay_trans_rltd_event,item_lstd_site_id,join,
2016-06-27,162306895250563567,,hold,reco_sellers,,rsltn_cps,item_id,join,
2016-06-27,162306895250563567,,hold,reco_sellers,,rsltn_cps,tran_id,join,
